index_finger,thumb_tip,middle_finger,ring_finger,pinky_finger,gesture
283.77670509076995,288.4593484800637,283.83663583719226,283.75787279201927,280.8604606822473,stop
283.0058759596081,287.9760635324089,283.2574440646025,283.17970759944365,279.92453915029813,stop
283.4058978021516,287.49167997796167,282.92641577383233,282.6195688614691,279.4157368225823,stop
283.4643278388367,287.74672275713647,282.9798062097357,282.4685404090862,279.27106239279084,stop
283.46260920573735,288.0286446244657,282.9533089353938,282.2300268279227,278.6407226676454,stop
281.8051759250534,288.74854569416004,281.7650934275342,282.5775277654708,280.14419177688876,stop
282.89631083107156,288.70867010924184,282.39494095856907,282.4641010309009,279.2989247016771,stop
282.76553725146965,288.54853390941264,282.90505761091214,283.3193358945936,280.96787743765265,stop
283.98296860839736,289.1601525844173,283.5879182296066,284.52396530468286,282.42474339484284,stop
282.69892966168277,288.199264235637,282.48233336043984,283.3410262541814,281.20103834019324,stop
282.8837623921271,288.18249747686286,282.68305942401184,283.33273357920336,281.422597266128,stop
283.52855293429843,288.68022130548457,283.5848175276718,283.58118743581747,280.9372304056272,stop
283.31038302356694,288.7142558040032,283.796679378417,283.75282320925606,280.77206791138,stop
282.1503177038819,287.6399899091984,282.0970040217387,282.4881508936608,279.9955650003252,stop
282.5588994947292,287.40539956580517,282.0562480877859,282.5500447417378,280.414759861103,stop
282.1176912618904,286.9147941968595,281.9281700787383,282.2761047552363,280.28801841681786,stop
282.76922573494784,287.2457878094419,282.6198825412694,282.94757616143613,280.64741677751186,stop
281.0255161371665,287.78826336581864,280.9727796442386,282.10875428782975,279.45457385856923,stop
281.2640845393769,287.1665926191256,281.1805660857296,281.6799864594223,278.52387040184135,stop
281.302300462684,287.64758315582765,281.1692784511103,282.06031640325773,279.2657089333336,stop
282.3191620112183,288.04228145775994,282.36735932402735,283.2485142473687,281.2198947170747,stop
282.0365921161551,287.90760250236127,282.6386119668915,283.81861233080986,281.50710388671763,stop
282.0184123465029,287.8932734936889,282.43334376449536,283.6501842369464,281.42605859543414,stop
282.0309170091253,287.9498584921054,282.51112639823054,283.753980884509,281.60728350020344,stop
281.6063992473191,287.83361694567844,282.0334518405641,284.2211299341357,281.785668496371,stop
281.95953147220604,288.056338702829,282.3716233437053,284.19610209472125,281.5370980927535,stop
281.8743360635891,288.1975931692441,282.06490589138133,283.4580069531465,282.46317066873706,stop
281.44182233368025,288.00094084557594,281.47726166516213,283.045021493647,282.0575098108457,stop
282.87581779893367,288.28267453279506,282.73375729799983,284.07394397767035,282.3206674626464,stop
282.4457690032529,288.1203482254289,282.7934849658908,284.0780879974868,282.0563014540536,stop
279.4223851066739,287.432843558904,280.1162571957445,282.29228420293975,280.8056976642352,stop
